locus_tag	ftype	length_bp	gene	EC_number	COG	product
EPBGNNHA_00880	CDS	711	aldC	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
EPBGNNHA_00881	gene	498				
EPBGNNHA_00881	CDS	498				hypothetical protein
EPBGNNHA_00882	gene	261				
EPBGNNHA_00882	CDS	261				hypothetical protein
EPBGNNHA_00883	gene	240				
EPBGNNHA_00883	CDS	240				hypothetical protein
EPBGNNHA_00884	gene	1179				
EPBGNNHA_00884	CDS	1179				IS256 family transposase ISEf1
EPBGNNHA_00885	gene	74				
EPBGNNHA_00885	tRNA	74				tRNA-Met(cat)
EPBGNNHA_00886	gene	1179				
EPBGNNHA_00886	CDS	1179				IS256 family transposase ISEf1
EPBGNNHA_00887	gene	303				
EPBGNNHA_00887	CDS	303				hypothetical protein
EPBGNNHA_00888	gene	364	ssrA			
EPBGNNHA_00888	tmRNA	364	ssrA			transfer-messenger RNA, SsrA
EPBGNNHA_00889	gene	774				
EPBGNNHA_00889	CDS	774		3.1.3.-		Putative phosphatase
EPBGNNHA_00890	gene	351				
EPBGNNHA_00890	CDS	351				hypothetical protein
EPBGNNHA_00891	gene	717	srrA_1			
EPBGNNHA_00891	CDS	717	srrA_1		COG0745	Transcriptional regulatory protein SrrA
EPBGNNHA_00892	gene	1449	rcsC_1			
EPBGNNHA_00892	CDS	1449	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
EPBGNNHA_00893	gene	510				
EPBGNNHA_00893	CDS	510				hypothetical protein
EPBGNNHA_00894	gene	726				
EPBGNNHA_00894	CDS	726				hypothetical protein
EPBGNNHA_00895	gene	2121	ltaS1_2			
EPBGNNHA_00895	CDS	2121	ltaS1_2		COG1368	Lipoteichoic acid synthase 1
EPBGNNHA_00896	gene	1179	rlmI			
EPBGNNHA_00896	CDS	1179	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
EPBGNNHA_00897	gene	759	aroD			
EPBGNNHA_00897	CDS	759	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
EPBGNNHA_00898	gene	486	ybaK_2			
EPBGNNHA_00898	CDS	486	ybaK_2	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
EPBGNNHA_00899	gene	1254	baiN			
EPBGNNHA_00899	CDS	1254	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
EPBGNNHA_00900	gene	1350	gdh			
EPBGNNHA_00900	CDS	1350	gdh	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
EPBGNNHA_00901	gene	1347	pgi			
EPBGNNHA_00901	CDS	1347	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
EPBGNNHA_00902	gene	1296				
EPBGNNHA_00902	CDS	1296				ISL3 family transposase ISEfa11
EPBGNNHA_00903	gene	387				
EPBGNNHA_00903	CDS	387				hypothetical protein
EPBGNNHA_00904	gene	1446				
EPBGNNHA_00904	CDS	1446				IS1182 family transposase ISEfa7
EPBGNNHA_00905	gene	783				
EPBGNNHA_00905	CDS	783				IS982 family transposase ISEfm1
EPBGNNHA_00906	gene	960				
EPBGNNHA_00906	CDS	960			COG2826	IS30 family transposase IS1062
EPBGNNHA_00907	gene	150				
EPBGNNHA_00907	CDS	150				hypothetical protein
EPBGNNHA_00908	gene	213				
EPBGNNHA_00908	CDS	213				hypothetical protein
EPBGNNHA_00909	gene	111				
EPBGNNHA_00909	CDS	111				hypothetical protein
EPBGNNHA_00910	gene	1800				
EPBGNNHA_00910	CDS	1800				hypothetical protein
EPBGNNHA_00911	gene	597				
EPBGNNHA_00911	CDS	597				hypothetical protein
EPBGNNHA_00912	gene	954				
EPBGNNHA_00912	CDS	954			COG2826	IS30 family transposase IS1252
EPBGNNHA_00913	gene	345				
EPBGNNHA_00913	CDS	345				hypothetical protein
EPBGNNHA_00914	gene	420				
EPBGNNHA_00914	CDS	420				hypothetical protein
EPBGNNHA_00915	gene	351				
EPBGNNHA_00915	CDS	351				hypothetical protein
EPBGNNHA_00916	gene	1332				
EPBGNNHA_00916	CDS	1332				hypothetical protein
EPBGNNHA_00917	gene	567				
EPBGNNHA_00917	CDS	567				hypothetical protein
EPBGNNHA_00918	gene	88				
EPBGNNHA_00918	tRNA	88				tRNA-Ser(cga)
EPBGNNHA_00919	gene	1206	xerC_6			
EPBGNNHA_00919	CDS	1206	xerC_6			Tyrosine recombinase XerC
EPBGNNHA_00920	gene	441				
EPBGNNHA_00920	CDS	441				hypothetical protein
EPBGNNHA_00921	gene	654				
EPBGNNHA_00921	CDS	654				hypothetical protein
EPBGNNHA_00922	gene	423				
EPBGNNHA_00922	CDS	423				hypothetical protein
EPBGNNHA_00923	gene	375				
EPBGNNHA_00923	CDS	375				hypothetical protein
EPBGNNHA_00924	gene	183				
EPBGNNHA_00924	CDS	183				hypothetical protein
EPBGNNHA_00925	gene	321				
EPBGNNHA_00925	CDS	321				hypothetical protein
EPBGNNHA_00926	gene	171				
EPBGNNHA_00926	CDS	171				hypothetical protein
EPBGNNHA_00927	gene	153				
EPBGNNHA_00927	CDS	153				hypothetical protein
EPBGNNHA_00928	gene	483				
EPBGNNHA_00928	CDS	483				hypothetical protein
EPBGNNHA_00929	gene	699				
EPBGNNHA_00929	CDS	699				hypothetical protein
EPBGNNHA_00930	gene	342				
EPBGNNHA_00930	CDS	342				hypothetical protein
EPBGNNHA_00931	gene	672				
EPBGNNHA_00931	CDS	672				hypothetical protein
EPBGNNHA_00932	gene	687				
EPBGNNHA_00932	CDS	687				hypothetical protein
EPBGNNHA_00933	gene	750				
EPBGNNHA_00933	CDS	750				hypothetical protein
EPBGNNHA_00934	gene	270				
EPBGNNHA_00934	CDS	270				hypothetical protein
EPBGNNHA_00935	gene	165				
EPBGNNHA_00935	CDS	165				hypothetical protein
EPBGNNHA_00936	gene	306				
EPBGNNHA_00936	CDS	306				hypothetical protein
EPBGNNHA_00937	gene	291				
EPBGNNHA_00937	CDS	291				hypothetical protein
EPBGNNHA_00938	gene	357				
EPBGNNHA_00938	CDS	357				hypothetical protein
EPBGNNHA_00939	gene	246				
EPBGNNHA_00939	CDS	246				hypothetical protein
EPBGNNHA_00940	gene	420				
EPBGNNHA_00940	CDS	420				hypothetical protein
EPBGNNHA_00941	gene	567				
EPBGNNHA_00941	CDS	567				hypothetical protein
EPBGNNHA_00942	gene	135				
EPBGNNHA_00942	CDS	135				hypothetical protein
EPBGNNHA_00943	gene	690				
EPBGNNHA_00943	CDS	690				hypothetical protein
EPBGNNHA_00944	gene	477				
EPBGNNHA_00944	CDS	477				hypothetical protein
EPBGNNHA_00945	gene	297	yjcQ			
EPBGNNHA_00945	CDS	297	yjcQ			putative protein YjcQ
EPBGNNHA_00946	gene	387				
EPBGNNHA_00946	CDS	387				hypothetical protein
EPBGNNHA_00947	gene	387				
EPBGNNHA_00947	CDS	387				hypothetical protein
EPBGNNHA_00948	gene	381				
EPBGNNHA_00948	CDS	381				hypothetical protein
EPBGNNHA_00949	gene	453				
EPBGNNHA_00949	CDS	453				hypothetical protein
EPBGNNHA_00950	gene	1728				
EPBGNNHA_00950	CDS	1728				hypothetical protein
EPBGNNHA_00951	gene	1230				
EPBGNNHA_00951	CDS	1230				hypothetical protein
EPBGNNHA_00952	gene	570				
EPBGNNHA_00952	CDS	570				hypothetical protein
EPBGNNHA_00953	gene	1362				
EPBGNNHA_00953	CDS	1362				hypothetical protein
EPBGNNHA_00954	gene	279				
EPBGNNHA_00954	CDS	279				hypothetical protein
EPBGNNHA_00955	gene	327				
EPBGNNHA_00955	CDS	327				hypothetical protein
EPBGNNHA_00956	gene	339				
EPBGNNHA_00956	CDS	339				hypothetical protein
EPBGNNHA_00957	gene	366				
EPBGNNHA_00957	CDS	366				hypothetical protein
EPBGNNHA_00958	gene	627				
EPBGNNHA_00958	CDS	627				hypothetical protein
EPBGNNHA_00959	gene	465				
EPBGNNHA_00959	CDS	465				hypothetical protein
EPBGNNHA_00960	gene	2310				
EPBGNNHA_00960	CDS	2310				hypothetical protein
EPBGNNHA_00961	gene	720				
EPBGNNHA_00961	CDS	720				hypothetical protein
EPBGNNHA_00962	gene	2706				
EPBGNNHA_00962	CDS	2706				hypothetical protein
EPBGNNHA_00963	gene	1719				
EPBGNNHA_00963	CDS	1719				hypothetical protein
EPBGNNHA_00964	gene	783				
EPBGNNHA_00964	CDS	783				hypothetical protein
EPBGNNHA_00965	gene	2067				
EPBGNNHA_00965	CDS	2067				hypothetical protein
EPBGNNHA_00966	gene	447				
EPBGNNHA_00966	CDS	447				hypothetical protein
EPBGNNHA_00967	gene	138				
EPBGNNHA_00967	CDS	138				hypothetical protein
EPBGNNHA_00968	gene	294				
EPBGNNHA_00968	CDS	294				hypothetical protein
EPBGNNHA_00969	gene	198				
EPBGNNHA_00969	CDS	198				hypothetical protein
EPBGNNHA_00970	gene	1020				
EPBGNNHA_00970	CDS	1020				hypothetical protein
EPBGNNHA_00971	gene	807				
EPBGNNHA_00971	CDS	807				IS3 family transposase ISEnfa3
EPBGNNHA_00972	gene	537				
EPBGNNHA_00972	CDS	537				hypothetical protein
EPBGNNHA_00973	gene	582	cbh_2			
EPBGNNHA_00973	CDS	582	cbh_2	3.5.1.24		Choloylglycine hydrolase
EPBGNNHA_00974	gene	1179				
EPBGNNHA_00974	CDS	1179				IS256 family transposase ISEf1
EPBGNNHA_00975	gene	342	cbh_3			
EPBGNNHA_00975	CDS	342	cbh_3	3.5.1.24		Choloylglycine hydrolase
EPBGNNHA_00976	gene	1446				
EPBGNNHA_00976	CDS	1446				IS1182 family transposase ISEfa7
EPBGNNHA_00977	gene	1896	asnB			
EPBGNNHA_00977	CDS	1896	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
EPBGNNHA_00978	gene	447				
EPBGNNHA_00978	CDS	447				hypothetical protein
EPBGNNHA_00979	gene	150	rpmGA_1			
EPBGNNHA_00979	CDS	150	rpmGA_1			50S ribosomal protein L33 1
EPBGNNHA_00980	gene	519	folA_1			
EPBGNNHA_00980	CDS	519	folA_1	1.5.1.3		Dihydrofolate reductase
EPBGNNHA_00981	gene	957	yfiY			
EPBGNNHA_00981	CDS	957	yfiY		COG0614	putative siderophore-binding lipoprotein YfiY
EPBGNNHA_00982	gene	807	fepC			
EPBGNNHA_00982	CDS	807	fepC		COG1120	Ferric enterobactin transport ATP-binding protein FepC
EPBGNNHA_00983	gene	990	feuB			
EPBGNNHA_00983	CDS	990	feuB		COG0609	Iron-uptake system permease protein FeuB
EPBGNNHA_00984	gene	1005	feuC			
EPBGNNHA_00984	CDS	1005	feuC		COG0609	Iron-uptake system permease protein FeuC
EPBGNNHA_00985	gene	543	yqgN			
EPBGNNHA_00985	CDS	543	yqgN		COG0212	putative protein YqgN
EPBGNNHA_00986	gene	699	gluP			
EPBGNNHA_00986	CDS	699	gluP	3.4.21.105	COG0705	Rhomboid protease GluP
EPBGNNHA_00987	gene	213	yqgQ			
EPBGNNHA_00987	CDS	213	yqgQ		COG4483	putative protein YqgQ
EPBGNNHA_00988	gene	963	glcK			
EPBGNNHA_00988	CDS	963	glcK	2.7.1.2	COG1940	Glucokinase
EPBGNNHA_00989	gene	396	yibN			
EPBGNNHA_00989	CDS	396	yibN		COG0607	putative protein YibN
EPBGNNHA_00990	gene	366				
EPBGNNHA_00990	CDS	366				hypothetical protein
EPBGNNHA_00991	gene	1812				
EPBGNNHA_00991	CDS	1812				hypothetical protein
EPBGNNHA_00992	gene	168				
EPBGNNHA_00992	CDS	168				hypothetical protein
EPBGNNHA_00993	gene	990	galE			
EPBGNNHA_00993	CDS	990	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
EPBGNNHA_00994	gene	1485	galT			
EPBGNNHA_00994	CDS	1485	galT	2.7.7.12		Galactose-1-phosphate uridylyltransferase
EPBGNNHA_00995	gene	981	melR_1			
EPBGNNHA_00995	CDS	981	melR_1		COG1609	HTH-type transcriptional repressor MelR
EPBGNNHA_00996	gene	825	tsaB			
EPBGNNHA_00996	CDS	825	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
EPBGNNHA_00997	gene	543				
EPBGNNHA_00997	CDS	543				hypothetical protein
EPBGNNHA_00998	gene	465	rimI			
EPBGNNHA_00998	CDS	465	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
EPBGNNHA_00999	gene	1017	tsaD			
EPBGNNHA_00999	CDS	1017	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
EPBGNNHA_01000	gene	702				
EPBGNNHA_01000	CDS	702				hypothetical protein
EPBGNNHA_01001	gene	1230	arcA			
EPBGNNHA_01001	CDS	1230	arcA	3.5.3.6		Arginine deiminase
EPBGNNHA_01002	gene	1020	arcB			
EPBGNNHA_01002	CDS	1020	arcB	2.1.3.3		Ornithine carbamoyltransferase, catabolic
EPBGNNHA_01003	gene	948	arcC1			
EPBGNNHA_01003	CDS	948	arcC1	2.7.2.2		Carbamate kinase 1
EPBGNNHA_01004	gene	1692	argS			
EPBGNNHA_01004	CDS	1692	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
EPBGNNHA_01005	gene	546	phnX_1			
EPBGNNHA_01005	CDS	546	phnX_1	3.11.1.1		Phosphonoacetaldehyde hydrolase
EPBGNNHA_01006	gene	129	phnX_2			
EPBGNNHA_01006	CDS	129	phnX_2	3.11.1.1		Phosphonoacetaldehyde hydrolase
EPBGNNHA_01007	gene	1092	phnW			
EPBGNNHA_01007	CDS	1092	phnW	2.6.1.37	COG0075	2-aminoethylphosphonate--pyruvate transaminase
EPBGNNHA_01008	gene	480	argR_2			
EPBGNNHA_01008	CDS	480	argR_2			Arginine repressor
EPBGNNHA_01009	gene	783	rpsB			
EPBGNNHA_01009	CDS	783	rpsB		COG0052	30S ribosomal protein S2
EPBGNNHA_01010	gene	882	tsf			
EPBGNNHA_01010	CDS	882	tsf		COG0264	Elongation factor Ts
EPBGNNHA_01011	gene	723	pyrH			
EPBGNNHA_01011	CDS	723	pyrH	2.7.4.22	COG0528	Uridylate kinase
EPBGNNHA_01012	gene	558	frr			
EPBGNNHA_01012	CDS	558	frr			Ribosome-recycling factor
EPBGNNHA_01013	gene	813	uppS			
EPBGNNHA_01013	CDS	813	uppS	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
EPBGNNHA_01014	gene	801				
EPBGNNHA_01014	CDS	801				hypothetical protein
EPBGNNHA_01015	gene	1269	rasP			
EPBGNNHA_01015	CDS	1269	rasP	3.4.24.-	COG0750	Regulator of sigma-W protease RasP
EPBGNNHA_01016	gene	1710	proS			
EPBGNNHA_01016	CDS	1710	proS	6.1.1.15	COG0442	Proline--tRNA ligase
EPBGNNHA_01017	gene	4359	polC_2			
EPBGNNHA_01017	CDS	4359	polC_2	2.7.7.7	COG2176	DNA polymerase III PolC-type
EPBGNNHA_01018	gene	474	rimP			
EPBGNNHA_01018	CDS	474	rimP		COG0779	Ribosome maturation factor RimP
EPBGNNHA_01019	gene	1176	nusA			
EPBGNNHA_01019	CDS	1176	nusA		COG0195	Transcription termination/antitermination protein NusA
EPBGNNHA_01020	gene	294				
EPBGNNHA_01020	CDS	294				hypothetical protein
EPBGNNHA_01021	gene	312	rplGA			
EPBGNNHA_01021	CDS	312	rplGA		COG1358	putative ribosomal protein YlxQ
EPBGNNHA_01022	gene	2307	infB			
EPBGNNHA_01022	CDS	2307	infB			Translation initiation factor IF-2
EPBGNNHA_01023	gene	348	rbfA			
EPBGNNHA_01023	CDS	348	rbfA			Ribosome-binding factor A
EPBGNNHA_01024	gene	468				
EPBGNNHA_01024	CDS	468		4.1.2.-		phosphoketolase
EPBGNNHA_01025	gene	990	xpkA_1			
EPBGNNHA_01025	CDS	990	xpkA_1	4.1.2.9		Xylulose-5-phosphate phosphoketolase
EPBGNNHA_01026	gene	885	xpkA_2			
EPBGNNHA_01026	CDS	885	xpkA_2	4.1.2.9		Xylulose-5-phosphate phosphoketolase
EPBGNNHA_01027	gene	924	truB			
EPBGNNHA_01027	CDS	924	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
EPBGNNHA_01028	gene	942	ribF			
EPBGNNHA_01028	CDS	942	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
EPBGNNHA_01029	gene	786	gdhIV			
EPBGNNHA_01029	CDS	786	gdhIV	1.1.1.47	COG1028	Glucose 1-dehydrogenase 4
EPBGNNHA_01030	gene	852	glcU_2			
EPBGNNHA_01030	CDS	852	glcU_2		COG4975	Glucose uptake protein GlcU
EPBGNNHA_01031	gene	453				
EPBGNNHA_01031	CDS	453				hypothetical protein
EPBGNNHA_01032	gene	369	fra			
EPBGNNHA_01032	CDS	369	fra		COG5646	Intracellular iron chaperone frataxin
EPBGNNHA_01033	gene	483				
EPBGNNHA_01033	CDS	483				hypothetical protein
EPBGNNHA_01034	gene	1011	mccF			
EPBGNNHA_01034	CDS	1011	mccF			Microcin C7 self-immunity protein MccF
EPBGNNHA_01035	gene	714				
EPBGNNHA_01035	CDS	714				hypothetical protein
EPBGNNHA_01036	gene	591	ydeA			
EPBGNNHA_01036	CDS	591	ydeA	3.2.-.-	COG0693	putative protease YdeA
EPBGNNHA_01037	gene	228				
EPBGNNHA_01037	CDS	228				hypothetical protein
EPBGNNHA_01038	gene	1167	hemW			
EPBGNNHA_01038	CDS	1167	hemW		COG0635	Heme chaperone HemW
EPBGNNHA_01039	gene	1044	hrcA			
EPBGNNHA_01039	CDS	1044	hrcA		COG1420	Heat-inducible transcription repressor HrcA
EPBGNNHA_01040	gene	564	grpE			
EPBGNNHA_01040	CDS	564	grpE			Protein GrpE
EPBGNNHA_01041	gene	1830	dnaK			
EPBGNNHA_01041	CDS	1830	dnaK		COG0443	Chaperone protein DnaK
EPBGNNHA_01042	gene	1167	dnaJ			
EPBGNNHA_01042	CDS	1167	dnaJ		COG0484	Chaperone protein DnaJ
EPBGNNHA_01043	gene	738	artM_1			
EPBGNNHA_01043	CDS	738	artM_1		COG1126	Arginine transport ATP-binding protein ArtM
EPBGNNHA_01044	gene	1503	mltF_1			
EPBGNNHA_01044	CDS	1503	mltF_1	4.2.2.-		Membrane-bound lytic murein transglycosylase F
EPBGNNHA_01045	gene	1995	uvrB			
EPBGNNHA_01045	CDS	1995	uvrB		COG0556	UvrABC system protein B
EPBGNNHA_01046	gene	2817	uvrA			
EPBGNNHA_01046	CDS	2817	uvrA			UvrABC system protein A
EPBGNNHA_01047	gene	1266				
EPBGNNHA_01047	CDS	1266		6.3.1.12		D-aspartate ligase
EPBGNNHA_01048	gene	732				
EPBGNNHA_01048	CDS	732		5.1.1.13		Aspartate racemase
EPBGNNHA_01049	gene	885	yvcJ			
EPBGNNHA_01049	CDS	885	yvcJ		COG1660	Nucleotide-binding protein YvcJ
EPBGNNHA_01050	gene	999				
EPBGNNHA_01050	CDS	999			COG0391	Putative gluconeogenesis factor
EPBGNNHA_01051	gene	936	whiA			
EPBGNNHA_01051	CDS	936	whiA		COG1481	putative cell division protein WhiA
EPBGNNHA_01052	gene	201				
EPBGNNHA_01052	CDS	201				hypothetical protein
EPBGNNHA_01053	gene	627				
EPBGNNHA_01053	CDS	627				hypothetical protein
EPBGNNHA_01054	gene	582				
EPBGNNHA_01054	CDS	582				hypothetical protein
EPBGNNHA_01055	gene	954				
EPBGNNHA_01055	CDS	954			COG2826	IS30 family transposase IS1252
EPBGNNHA_01056	gene	252				
EPBGNNHA_01056	CDS	252				hypothetical protein
EPBGNNHA_01057	gene	258				
EPBGNNHA_01057	CDS	258				hypothetical protein
EPBGNNHA_01058	gene	588				
EPBGNNHA_01058	CDS	588				hypothetical protein
EPBGNNHA_01059	gene	558				
EPBGNNHA_01059	CDS	558				hypothetical protein
EPBGNNHA_01060	gene	522				
EPBGNNHA_01060	CDS	522				hypothetical protein
EPBGNNHA_01061	gene	3693				
EPBGNNHA_01061	CDS	3693		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
EPBGNNHA_01062	gene	888	cdaA			
EPBGNNHA_01062	CDS	888	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
EPBGNNHA_01063	gene	1170				
EPBGNNHA_01063	CDS	1170				hypothetical protein
EPBGNNHA_01064	gene	1356	glmM			
EPBGNNHA_01064	CDS	1356	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
EPBGNNHA_01065	gene	1806	glmS			
EPBGNNHA_01065	CDS	1806	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
EPBGNNHA_01066	gene	291				
EPBGNNHA_01066	CDS	291				hypothetical protein
EPBGNNHA_01067	gene	1026	sppA			
EPBGNNHA_01067	CDS	1026	sppA	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
EPBGNNHA_01068	gene	660				
EPBGNNHA_01068	CDS	660				hypothetical protein
EPBGNNHA_01069	gene	933				
EPBGNNHA_01069	CDS	933				hypothetical protein
EPBGNNHA_01070	gene	1290	tig			
EPBGNNHA_01070	CDS	1290	tig	5.2.1.8	COG0544	Trigger factor
EPBGNNHA_01071	gene	1251	clpX			
EPBGNNHA_01071	CDS	1251	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
EPBGNNHA_01072	gene	588	engB			
EPBGNNHA_01072	CDS	588	engB		COG0218	putative GTP-binding protein EngB
EPBGNNHA_01073	gene	156				
EPBGNNHA_01073	CDS	156				hypothetical protein
EPBGNNHA_01074	gene	1329				
EPBGNNHA_01074	CDS	1329				hypothetical protein
EPBGNNHA_01075	gene	210				
EPBGNNHA_01075	CDS	210				hypothetical protein
EPBGNNHA_01076	gene	753	glcR			
EPBGNNHA_01076	CDS	753	glcR		COG1349	HTH-type transcriptional repressor GlcR
EPBGNNHA_01077	gene	915	lacC_1			
EPBGNNHA_01077	CDS	915	lacC_1	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
EPBGNNHA_01078	gene	1932	fruA_5			
EPBGNNHA_01078	CDS	1932	fruA_5		COG1299	PTS system fructose-specific EIIABC component
EPBGNNHA_01079	gene	1560	clcA			
EPBGNNHA_01079	CDS	1560	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
EPBGNNHA_01080	gene	2235	pcrA			
EPBGNNHA_01080	CDS	2235	pcrA	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
EPBGNNHA_01081	gene	2037	ligA_1			
EPBGNNHA_01081	CDS	2037	ligA_1	6.5.1.2	COG0272	DNA ligase
EPBGNNHA_01082	gene	306	gatC_1			
EPBGNNHA_01082	CDS	306	gatC_1	6.3.5.-		Glutamyl-tRNA(Gln) amidotransferase subunit C
EPBGNNHA_01083	gene	1473	gatA_1			
EPBGNNHA_01083	CDS	1473	gatA_1	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
EPBGNNHA_01084	gene	1431	gatB			
EPBGNNHA_01084	CDS	1431	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
EPBGNNHA_01085	gene	1056	dagK_1			
EPBGNNHA_01085	CDS	1056	dagK_1	2.7.1.107	COG1597	Diacylglycerol kinase
EPBGNNHA_01086	gene	1374				
EPBGNNHA_01086	CDS	1374		2.1.1.-	COG2265	putative RNA methyltransferase
EPBGNNHA_01087	gene	129				
EPBGNNHA_01087	CDS	129				hypothetical protein
EPBGNNHA_01088	gene	1014	aes_1			
EPBGNNHA_01088	CDS	1014	aes_1	3.1.1.-		Acetyl esterase
EPBGNNHA_01089	gene	1035	melR_2			
EPBGNNHA_01089	CDS	1035	melR_2		COG1609	HTH-type transcriptional repressor MelR
EPBGNNHA_01090	gene	2226	melA			
EPBGNNHA_01090	CDS	2226	melA	3.2.1.22	COG3345	Alpha-galactosidase Mel36A
EPBGNNHA_01091	gene	1884	lacL			
EPBGNNHA_01091	CDS	1884	lacL	3.2.1.23	COG3250	Beta-galactosidase large subunit
EPBGNNHA_01092	gene	975	lacM			
EPBGNNHA_01092	CDS	975	lacM	3.2.1.23	COG3250	Beta-galactosidase small subunit
EPBGNNHA_01093	gene	1023	aroF			
EPBGNNHA_01093	CDS	1023	aroF	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
EPBGNNHA_01094	gene	1065	aroB			
EPBGNNHA_01094	CDS	1065	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
EPBGNNHA_01095	gene	1167	aroC			
EPBGNNHA_01095	CDS	1167	aroC	4.2.3.5	COG0082	Chorismate synthase
EPBGNNHA_01096	gene	1092				
EPBGNNHA_01096	CDS	1092				hypothetical protein
EPBGNNHA_01097	gene	1296	aroA			
EPBGNNHA_01097	CDS	1296	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
EPBGNNHA_01098	gene	510	aroK			
EPBGNNHA_01098	CDS	510	aroK	2.7.1.71	COG0703	Shikimate kinase
EPBGNNHA_01099	gene	837	pheA			
EPBGNNHA_01099	CDS	837	pheA			Bifunctional chorismate mutase/prephenate dehydratase
EPBGNNHA_01100	gene	1737				
EPBGNNHA_01100	CDS	1737				hypothetical protein
EPBGNNHA_01101	gene	876	rhaR_2			
EPBGNNHA_01101	CDS	876	rhaR_2			HTH-type transcriptional activator RhaR
EPBGNNHA_01102	gene	579	cheB			
EPBGNNHA_01102	CDS	579	cheB	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
EPBGNNHA_01103	gene	1287	lacE_1			
EPBGNNHA_01103	CDS	1287	lacE_1			Lactose-binding protein
EPBGNNHA_01104	gene	870	lacF_3			
EPBGNNHA_01104	CDS	870	lacF_3			Lactose transport system permease protein LacF
EPBGNNHA_01105	gene	870	lacG_2			
EPBGNNHA_01105	CDS	870	lacG_2			Lactose transport system permease protein LacG
EPBGNNHA_01106	gene	684	umpB_1			
EPBGNNHA_01106	CDS	684	umpB_1			Na(+), Li(+), K(+)/H(+) antiporter subunit B
EPBGNNHA_01107	gene	774	umpB_2			
EPBGNNHA_01107	CDS	774	umpB_2			Na(+), Li(+), K(+)/H(+) antiporter subunit B
EPBGNNHA_01108	gene	399				
EPBGNNHA_01108	CDS	399				hypothetical protein
EPBGNNHA_01109	gene	672				
EPBGNNHA_01109	CDS	672				hypothetical protein
EPBGNNHA_01110	gene	441				
EPBGNNHA_01110	CDS	441				hypothetical protein
EPBGNNHA_01111	gene	669	gpmA_1			
EPBGNNHA_01111	CDS	669	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
EPBGNNHA_01112	gene	624	gph_2			
EPBGNNHA_01112	CDS	624	gph_2	3.1.3.18	COG0546	Phosphoglycolate phosphatase
EPBGNNHA_01113	gene	387				
EPBGNNHA_01113	CDS	387				hypothetical protein
EPBGNNHA_01114	gene	1392	tcyP			
EPBGNNHA_01114	CDS	1392	tcyP		COG1823	L-cystine uptake protein TcyP
EPBGNNHA_01115	gene	369				
EPBGNNHA_01115	CDS	369				hypothetical protein
EPBGNNHA_01116	gene	132				
EPBGNNHA_01116	CDS	132				hypothetical protein
EPBGNNHA_01117	gene	942				
EPBGNNHA_01117	CDS	942				hypothetical protein
EPBGNNHA_01118	gene	732	pphA			
EPBGNNHA_01118	CDS	732	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
EPBGNNHA_01119	gene	2181	yhgF			
EPBGNNHA_01119	CDS	2181	yhgF		COG2183	Protein YhgF
EPBGNNHA_01120	gene	483				
EPBGNNHA_01120	CDS	483				Protein SprT-like protein
EPBGNNHA_01121	gene	762	ydcF			
